role,coverage,components,lines,bytes,score,path,root,title
part/support,content-scanned,"carrier,axes_engine",131,3988,210,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/SIM_RUNBOOK_v1.4.md,repo-a1-refined-fuel,SIM Runbook v1.4 (simpy/simson integration)
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",108,4081,210,/Users/joshuaeisenhart/wiki/concepts/hypothesis-z3-property-guard-router.md,wiki-concepts-current,type: concept
part/support,content-scanned,"constraint_root,carrier,axes_engine",122,7702,210,/Users/joshuaeisenhart/wiki/concepts/process-and-systems-thinking-reference.md,wiki-concepts-current,Process And Systems Thinking Reference
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",94,5006,208,/Users/joshuaeisenhart/wiki/concepts/quantum-fisher-information-geometry.md,wiki-concepts-current,Quantum Fisher Information Geometry
part/support,content-scanned,"entropic_root,carrier,axes_engine",67,5617,206,/Users/joshuaeisenhart/wiki/concepts/density-matrices-across-fields.md,wiki-concepts-current,Density Matrices Across Fields
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",32,904,206,/Users/joshuaeisenhart/wiki/concepts/pre-entropy-tables.md,wiki-concepts-current,Pre Entropy Tables
part/support,content-scanned,axes_engine,63,3811,200,/Users/joshuaeisenhart/wiki/concepts/current-authoritative-stack-index.md,wiki-concepts-current,Current Authoritative Stack Index
part/support,content-scanned,"carrier,axes_engine",99,7272,200,/Users/joshuaeisenhart/wiki/concepts/e3nn-equivariant-geometry-reference.md,wiki-concepts-current,E3nn Equivariant Geometry Reference
part/support,content-scanned,"constraint_root,carrier,axes_engine",92,5642,200,/Users/joshuaeisenhart/wiki/concepts/llm-bias-inversion-rules.md,wiki-concepts-current,LLM Bias Inversion Rules
part/support,content-scanned,"carrier,axes_engine,spacetime_gravity",52,1375,198,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_history_reuse_probe_v1.py,repo-a1-refined-fuel,import numpy as np
part/support,content-scanned,"constraint_root,carrier,axes_engine",177,12432,198,/Users/joshuaeisenhart/wiki/concepts/research-support-bibliography.md,wiki-concepts-current,Research Support Bibliography
part/support,content-scanned,"entropic_root,carrier,axes_engine",48,3708,196,/Users/joshuaeisenhart/wiki/concepts/compression-math-density-matrix.md,wiki-concepts-current,Compression Math Density Matrix
part/support,content-scanned,"carrier,axes_engine",47,1791,196,/Users/joshuaeisenhart/wiki/concepts/wave2-axes-next-sims-audit.md,wiki-concepts-current,Wave2 Axes Next Sims Audit
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",235,6663,192,/Users/joshuaeisenhart/wiki/concepts/basin-manifold-claim-contract.md,wiki-concepts-current,Basin-Manifold Claim Contract
part/support,content-scanned,"carrier,axes_engine",51,3914,192,/Users/joshuaeisenhart/wiki/concepts/operator-algebras-and-representation.md,wiki-concepts-current,Operator Algebras and Representation
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",67,3594,190,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/MATH_NOMINALISM_SYNTHESIS.md,repo-a1-refined-fuel,Extreme Nominalism: Math & Physics Synthesis
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",106,6090,190,/Users/joshuaeisenhart/wiki/concepts/aligned-sim-backlog-and-build-order.md,wiki-concepts-current,Aligned Sim Backlog and Build Order
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",59,4296,190,/Users/joshuaeisenhart/wiki/concepts/qit-engine-proto-ratchet-and-sim-plan.md,wiki-concepts-current,Qit Engine Proto Ratchet And Sim Plan
part/support,content-scanned,"carrier,axes_engine",51,2392,190,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/b_expand_prompt.md,wiki-project-codex-ratchet,"Archived worker prompt from 2026-04-17. Do not execute directly; commit,"
part/support,content-scanned,"cosmology,entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",70,3293,189,/Users/joshuaeisenhart/wiki/concepts/current-vs-legacy-genealogy.md,wiki-concepts-current,Current vs Legacy Genealogy
part/support,content-scanned,"axes_engine,spacetime_gravity",105,3030,186,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/run_axis12_seq_constraints.py,repo-a1-refined-fuel,!/usr/bin/env python3
part/support,content-scanned,"entropic_root,carrier,axes_engine",84,4185,186,/Users/joshuaeisenhart/wiki/concepts/battery-index.md,wiki-concepts-current,Battery Index
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",64,2900,186,/Users/joshuaeisenhart/wiki/concepts/constraint-on-distinguishability.md,wiki-concepts-current,Constraint on Distinguishability
part/support,content-scanned,"entropic_root,carrier,axes_engine",61,3544,186,/Users/joshuaeisenhart/wiki/concepts/sim-session-index.md,wiki-concepts-current,Sim Session Index
part/support,content-scanned,"entropic_root,carrier,axes_engine",141,6624,184,/Users/joshuaeisenhart/wiki/concepts/llm-controller-contract.md,wiki-concepts-current,Llm Controller Contract
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine,spacetime_gravity",110,4158,182,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/AXIS0_PHYSICS_BRIDGE_v0.1.md,repo-a1-refined-fuel,AXIS0_PHYSICS_BRIDGE v0.1
part/support,content-scanned,"entropic_root,constraint_root,axes_engine",35,1445,180,/Users/joshuaeisenhart/wiki/concepts/axis-0-spec-options.md,wiki-concepts-current,Axis 0 Spec Options
part/support,content-scanned,"entropic_root,carrier,axes_engine",128,6120,180,/Users/joshuaeisenhart/wiki/concepts/source-notes-index-n-w.md,wiki-concepts-current,Source Notes — Index N-W
part/support,content-scanned,"entropic_root,carrier,axes_engine",259,12742,176,/Users/joshuaeisenhart/wiki/concepts/codex-ratchet-cs-bounded-system-framing.md,wiki-concepts-current,Codex Ratchet CS Bounded System Framing
part/support,content-scanned,"carrier,axes_engine",54,2655,176,/Users/joshuaeisenhart/wiki/concepts/sasakian-s3-prequantum-bundle.md,wiki-concepts-current,Sasakian S3 as Prequantum Bundle
part/support,content-scanned,"entropic_root,carrier,axes_engine",36,1020,174,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/results_full_axis_suite.json,repo-a1-refined-fuel,"""axis3_minus"": {"
part/support,content-scanned,"entropic_root,carrier,axes_engine",36,1023,174,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simson/results_full_axis_suite.json,repo-a1-refined-fuel,"""axis3_minus"": {"
part/support,content-scanned,"carrier,axes_engine",37,1934,174,/Users/joshuaeisenhart/wiki/concepts/_archive/engine-64-schedule-atlas-copy.md,wiki-concepts-current,Engine 64 Schedule Atlas Copy
part/support,content-scanned,"constraint_root,carrier,axes_engine",103,5043,172,/Users/joshuaeisenhart/wiki/concepts/empirical-math-rosetta.md,wiki-concepts-current,type: concept
part/support,content-scanned,"entropic_root,constraint_root,carrier,axes_engine",100,4257,172,/Users/joshuaeisenhart/wiki/concepts/qit-engine-dev-framing.md,wiki-concepts-current,QIT Engine Dev Framing
part/support,content-scanned,"constraint_root,carrier,axes_engine",34,2323,172,/Users/joshuaeisenhart/wiki/projects/codex-ratchet/tier_d.md,wiki-project-codex-ratchet,last_updated: 2026-04-17T16:06:00-07:00
part/support,content-scanned,"entropic_root,axes_engine",38,1490,170,/Users/joshuaeisenhart/wiki/concepts/axis-0-1-2-qit-math.md,wiki-concepts-current,Axis 0 1 2 QIT Math
part/support,content-scanned,"carrier,axes_engine",121,7878,170,/Users/joshuaeisenhart/wiki/concepts/tool-function-receipt-matrix-router.md,wiki-concepts-current,Tool Function Receipt Matrix Router
part/support,content-scanned,"entropic_root,carrier,axes_engine,spacetime_gravity",86,2183,142,/Users/joshuaeisenhart/Codex-Ratchet/READ ONLY Legacy core_docs/a1_refined_Ratchet Fuel/sims/simpy/mega_sims_run_02.py,repo-a1-refined-fuel,import hashlib
